account_id,customer_id,account_type,account_status,open_date,current_balance,currency,credit_limit
48f4f0b7-bfae-4d3e-9976-ff16d5ba77bc,11eb811d-f6d5-4fe1-a5ce-4680335aa286,credit card,active,2015-12-09,38654.91,USD,31163.13
139213f3-2d53-4fa3-b721-abf7f391887e,4126e395-bb95-4a0f-9d28-794f33082833,savings,dormant,2023-12-18,4792.42,JPY,0.0
c72dbc79-1356-4dfe-9621-96d9f9533096,fe49a068-2b95-4df6-ad1d-7c16d25f98c6,checking,dormant,2020-03-29,94031.22,USD,0.0
05816c49-4652-442a-91ce-d461f64ee7ef,fe49a068-2b95-4df6-ad1d-7c16d25f98c6,checking,active,2020-10-22,56897.45,USD,0.0
8aefba93-cee4-440e-9a11-927073fac90d,c39cf5c8-31a0-42af-9321-186db23b97d3,loan,active,2024-05-16,55611.62,GBP,0.0
b5357544-9843-4fdb-ae3e-48227d845c68,c39cf5c8-31a0-42af-9321-186db23b97d3,savings,dormant,2023-02-17,20428.19,GBP,0.0
fff0b70b-8421-477c-a8d2-22e0e2443d5c,c39cf5c8-31a0-42af-9321-186db23b97d3,checking,dormant,2021-08-06,18674.86,GBP,0.0
f2cc8bb3-ae53-4873-8bac-05cecbdef53a,8988ebfe-3e26-40cc-8d53-acde952cc93b,savings,closed,2015-12-02,24937.31,GBP,0.0
4d777daa-b099-4aaf-abf3-8b3c70c45af2,fc3b2754-1ae9-4522-b5f9-e1adb76d299b,checking,dormant,2023-07-08,85725.48,USD,0.0
5cb0f4f7-29f3-4286-987b-1a19ea819515,fc3b2754-1ae9-4522-b5f9-e1adb76d299b,checking,active,2023-08-05,44064.28,USD,0.0
0f2be999-88b8-47a2-906b-7e0f82e64b75,98a708cc-468e-4cde-9bb4-0bdadb836849,credit card,dormant,2024-08-10,63100.38,JPY,5589.92
61518307-3c39-4f10-a377-be8f2801264a,98a708cc-468e-4cde-9bb4-0bdadb836849,loan,closed,2024-01-01,53213.06,JPY,0.0
1261fda0-6c9c-46da-9fc0-16a281733ff7,98a708cc-468e-4cde-9bb4-0bdadb836849,savings,closed,2024-08-05,26402.53,JPY,0.0
415c260b-62e0-4862-aaea-ece17abb56bc,92d5bf0d-33b8-4541-93a5-0463271685c1,credit card,closed,2017-12-14,41598.88,EUR,39316.94
14af3863-d8c6-42fb-b473-b1ed1f0c022c,94017fcc-da34-465d-85a6-11d76f440903,savings,dormant,2023-04-29,50037.82,GBP,0.0
0dfbb727-21f4-4f81-b14b-13156d6280f6,19869852-aced-4b01-8261-aa1657237953,credit card,closed,2023-06-10,82887.78,EUR,3996.92
8dd00544-717d-4ada-b9de-b0242f2198b6,cbc3ff95-16fa-44b4-ac43-1d94e39d7cbb,checking,dormant,2024-07-02,18835.3,INR,0.0
e6be341a-36b5-4731-b545-48da7d3693d4,e32310a9-2021-4fcb-b93f-a56790679086,savings,active,2017-11-24,10879.98,JPY,0.0
38505077-1460-43bb-8933-08cddab2fcbd,6408c6db-bebc-42bc-8b07-d7bb0aeb92a5,savings,active,2019-11-08,36181.5,GBP,0.0
4107176b-2991-438a-b63b-980ddce4b397,6408c6db-bebc-42bc-8b07-d7bb0aeb92a5,loan,dormant,2020-01-23,71814.42,GBP,0.0
705f9117-c3e1-4def-ad57-37bb7f6050ae,6408c6db-bebc-42bc-8b07-d7bb0aeb92a5,savings,dormant,2022-12-19,64113.87,GBP,0.0
e6d578d1-8941-4158-9ef6-69154d800ab9,24d536c1-4614-4aba-8108-964c4060b096,credit card,active,2022-02-14,14767.23,USD,48355.7
bd5102bf-3c7c-4773-bad1-ce966cc41bc0,24d536c1-4614-4aba-8108-964c4060b096,credit card,closed,2020-11-12,96143.73,USD,13343.62
8ead47df-9342-44a9-bea8-085cc654a6d1,cf3f9e28-5d92-4aad-9167-553e07dfb770,loan,closed,2024-06-25,70073.16,GBP,0.0
ef5bc01a-3417-4603-8397-a00448fdc1a3,cf3f9e28-5d92-4aad-9167-553e07dfb770,savings,closed,2024-06-16,99185.41,GBP,0.0
096c8759-9d47-4ae9-ae34-6aa0830961bc,74a4a878-b7a8-4230-988b-372fe822fd90,savings,active,2023-01-07,801.72,EUR,0.0
92bab336-67aa-4f0a-9423-1eb1e8b6130d,74a4a878-b7a8-4230-988b-372fe822fd90,loan,closed,2024-01-08,11780.84,EUR,0.0
4343d1dc-fd5e-4039-89e4-72e885e98b52,74a4a878-b7a8-4230-988b-372fe822fd90,checking,closed,2022-11-04,4711.61,EUR,0.0
1403c836-4613-4007-ae8a-f9cbfd4d7596,6e7b03f3-4309-4b0f-bef1-84fc8cdd0ace,checking,active,2021-08-29,58300.69,EUR,0.0
8c27d034-612e-4c00-8fb5-496925e24454,fefefe73-ce45-4b82-a7fe-9adafc6fe547,savings,active,2020-11-07,71310.29,GBP,0.0
f1bf54c5-bfd4-43db-961c-507aad979cb4,fefefe73-ce45-4b82-a7fe-9adafc6fe547,credit card,dormant,2019-11-22,89497.33,GBP,20580.83
71687459-e73d-4756-aa44-ad5fcd01b4e2,fefefe73-ce45-4b82-a7fe-9adafc6fe547,savings,active,2018-09-03,17752.22,GBP,0.0
b4c99b78-6540-4df7-98fc-aa174178ee46,82e13eb6-39ec-49e6-9a2b-aa6b41b2b8c3,credit card,active,2021-08-07,27647.64,INR,32267.07
c0783447-05b8-445b-bfaf-9e0a1e9e0919,82e13eb6-39ec-49e6-9a2b-aa6b41b2b8c3,loan,active,2018-11-11,27351.91,INR,0.0
7571e4a2-b5db-46e3-9e08-9a1cea50eeb0,82e13eb6-39ec-49e6-9a2b-aa6b41b2b8c3,credit card,active,2022-03-26,77005.65,INR,45480.21
99206f0d-22f4-40ec-8bdd-e5be6f106937,037c92c4-dca2-4256-b64d-613e73c814c4,credit card,dormant,2024-07-16,69664.74,USD,36793.19
942087bc-02fb-4d6c-98cf-d4d28846e24e,037c92c4-dca2-4256-b64d-613e73c814c4,credit card,closed,2023-10-01,34454.53,USD,5971.29
c3ad9336-4472-4c7c-b493-5b12003a51b0,e441580d-130d-4093-b22a-d77ad9cec8ff,savings,dormant,2017-06-14,52770.17,GBP,0.0
206ebb87-8e79-43af-85f1-4eda10c597c9,c3ea146c-dbde-4b7b-bd7b-61001e63b682,loan,active,2019-06-10,16699.11,EUR,0.0
46103979-72bd-47c4-bff2-90ea8d615df4,e9581170-9086-4f00-8215-ba05e58c8082,checking,closed,2023-09-16,61753.43,USD,0.0
b1e8c00e-b609-4a33-b513-d61d87f215b1,e9581170-9086-4f00-8215-ba05e58c8082,loan,active,2020-02-11,51109.86,USD,0.0
f8472b6f-6b7a-40d8-b316-5b6df6edd5cf,e9581170-9086-4f00-8215-ba05e58c8082,checking,closed,2023-10-18,34212.17,USD,0.0
fb636997-1af8-4744-a6b5-8f6da3a3bd19,34f87451-94b9-4ba1-b4f1-c4c47bb8b5e3,checking,closed,2023-12-13,52836.26,JPY,0.0
56c7ba2c-0a40-43cb-87a3-d49e6bc249f5,af99ace2-87ff-4f24-8f03-099da1528a65,loan,active,2024-01-01,5962.74,USD,0.0
01f3ef47-2758-4fd3-8234-6b25b4ea9ac0,af99ace2-87ff-4f24-8f03-099da1528a65,credit card,dormant,2024-03-27,6852.71,USD,43363.81
e6f87ac7-572a-4cf2-9c5c-e385966e36d1,41cf6160-4a2f-45f8-9d3f-e15cfe2943b2,loan,active,2023-04-13,87079.87,JPY,0.0
0e8326e5-0cb9-4131-a75f-676d9e415505,41cf6160-4a2f-45f8-9d3f-e15cfe2943b2,checking,active,2021-06-09,84369.57,JPY,0.0
e8f4e876-8a1a-4853-95a6-e9d5fb55aac9,b8666c36-265d-4d74-805b-af00b83d66eb,checking,active,2020-04-09,19940.03,EUR,0.0
c40dbfdb-6d19-40f9-8265-7fe175dfc295,c7eedf4f-2190-448e-b33c-cb14d33a956e,checking,dormant,2023-05-26,47167.49,JPY,0.0
c26e3e28-c88e-45e5-bb3d-9d9f569092c8,c7eedf4f-2190-448e-b33c-cb14d33a956e,credit card,closed,2023-02-27,71748.94,JPY,48018.8
852a236b-102f-4686-9564-9aa4bc20a832,c7eedf4f-2190-448e-b33c-cb14d33a956e,savings,dormant,2023-11-16,41028.71,JPY,0.0
5676ae4c-33ba-4d5b-9e90-18bf5bd1ed67,e1fb1fb4-0eaf-4508-9d3c-a4dfdd713122,savings,active,2023-02-26,59594.16,USD,0.0
c3fd4da7-49c9-4545-af8f-3f19e2b7846b,e1fb1fb4-0eaf-4508-9d3c-a4dfdd713122,credit card,closed,2023-10-21,25095.24,USD,5769.81
750ab541-7ad0-4627-a15c-0a2fe4107315,e1fb1fb4-0eaf-4508-9d3c-a4dfdd713122,checking,dormant,2023-07-04,81167.17,USD,0.0
3738a2a7-916c-4736-be7e-2c420841cbc4,b281f109-74be-4585-9655-ed14ae127693,savings,active,2018-11-23,37865.46,EUR,0.0
a72a7e85-48ef-449a-96db-0fe0763229b5,b281f109-74be-4585-9655-ed14ae127693,credit card,closed,2024-04-13,43178.99,EUR,21367.37
48e4dfee-5747-4b33-9899-199fafa8ee2a,b281f109-74be-4585-9655-ed14ae127693,loan,closed,2020-04-07,43961.23,EUR,0.0
ce335931-cadf-4e77-a59a-b412fa9a6a78,233c8c00-f0c6-4609-941c-2b2bb3693056,credit card,active,2021-02-18,17295.41,JPY,2529.74
f5ddc4d8-2f65-46fb-8218-4121ceb9c28a,233c8c00-f0c6-4609-941c-2b2bb3693056,credit card,active,2021-03-24,32323.45,JPY,36131.38
50ac393c-cf1d-419d-a59d-6784c096d44a,233c8c00-f0c6-4609-941c-2b2bb3693056,savings,active,2023-12-29,46313.23,JPY,0.0
3c07bbad-6b7b-455c-bc89-3cd9f0f2e096,36d28ac5-26b0-48f2-beb2-e8f4057c7ae4,loan,active,2024-01-05,37889.21,INR,0.0
52125cbc-7514-49e7-87bf-874f5eebaa52,36d28ac5-26b0-48f2-beb2-e8f4057c7ae4,loan,active,2017-09-11,1214.58,INR,0.0
11d2acfb-1033-4779-9732-0402f69c3aed,36d28ac5-26b0-48f2-beb2-e8f4057c7ae4,savings,closed,2019-12-24,2975.53,INR,0.0
685a0c2a-3a27-48a3-90fa-9b0bcf149a3f,aafcbcef-3b84-4dd3-9217-b2519c8789fb,loan,active,2024-03-13,21149.46,USD,0.0
aed27089-869b-4f22-8bfb-36220f121be9,a8c00c26-e24d-4009-98d5-fe0d40b6e099,savings,closed,2022-02-14,95358.14,USD,0.0
b77e62d6-a704-4f9c-8e17-239602ff4146,b6d6c2ba-1c74-4d37-9ab9-90a97f5086e0,checking,active,2019-02-12,39806.07,INR,0.0
aab992bd-da1b-4099-819b-e54c685a7b03,b6d6c2ba-1c74-4d37-9ab9-90a97f5086e0,credit card,closed,2018-02-25,36021.13,INR,49951.45
331f024f-8078-4bde-a345-30312b29168f,c63267b3-507c-45e8-b4dd-7dbde6e6821c,credit card,active,2016-01-08,794.95,USD,40624.01
2633239b-923d-4aba-9027-fb8290335240,8f009dbb-7215-470c-98ff-e0f16528ad08,loan,active,2023-05-30,7070.35,JPY,0.0
7bedf047-905c-4c95-807c-f9be789f9412,dbf5ba9c-7efc-47e9-953e-378d8fae38a4,savings,active,2017-07-23,61358.75,JPY,0.0
36debca5-c3d1-4792-9d4a-18820e3530c1,8024a77e-8dce-424b-99c6-89c5fca98ab1,checking,dormant,2024-07-20,43097.59,EUR,0.0
868c3cf3-e34d-480a-9f85-991cf7f2a56a,8024a77e-8dce-424b-99c6-89c5fca98ab1,checking,active,2024-07-29,58332.45,EUR,0.0
08ec0ee1-688c-40e7-a8e7-432500dbcbb4,f1a66ae7-c99f-475c-bae4-7a20ad15283a,loan,dormant,2023-10-25,20633.46,GBP,0.0
9be615bf-3dd4-4a21-b4a5-ca8d058d8404,f1a66ae7-c99f-475c-bae4-7a20ad15283a,loan,closed,2019-12-14,41517.09,GBP,0.0
35ab4359-f922-4f30-828b-88988e740e3b,f1a66ae7-c99f-475c-bae4-7a20ad15283a,credit card,dormant,2020-06-04,97774.48,GBP,20852.86
3348d0fc-69b9-4fb1-bd12-38c8e70790d9,f4e47265-babe-423a-95ca-f28668c6ecbc,savings,dormant,2019-11-18,7573.49,GBP,0.0
2a1f24b0-8a31-4783-b28c-f67f9c07ed13,f4e47265-babe-423a-95ca-f28668c6ecbc,checking,active,2019-09-19,84312.82,GBP,0.0
35c1961f-e750-4ff6-9813-55127f19b2b0,da9981b9-424f-4919-a766-5a4a7ea14219,savings,closed,2024-07-31,24152.97,USD,0.0
fe91d731-b5df-4168-8c36-82af4d883038,da9981b9-424f-4919-a766-5a4a7ea14219,checking,active,2024-03-24,49308.46,USD,0.0
070a953c-3919-4f63-a8be-fba2951ededb,da9981b9-424f-4919-a766-5a4a7ea14219,loan,closed,2024-04-09,9093.23,USD,0.0
db4388e6-eb75-4501-a22a-5b23b746cdd9,70923b0c-ac18-4ebe-9919-c73a8f541bd8,loan,dormant,2023-03-01,21005.15,EUR,0.0
0c2be84d-649f-473e-9530-712718d95981,70923b0c-ac18-4ebe-9919-c73a8f541bd8,savings,dormant,2023-01-11,34899.92,EUR,0.0
78656b7b-4b20-4222-bc80-f1bdf737a96a,70923b0c-ac18-4ebe-9919-c73a8f541bd8,checking,active,2024-03-10,8206.86,EUR,0.0
4697f006-8a7a-4851-80c6-989f2a531f7a,6fca55c2-11c7-44ce-acba-61d3d626aed7,savings,active,2024-08-15,48416.59,INR,0.0
700d9371-d172-4374-9e9d-6c3d2503a2e2,6d003719-5046-4acc-b78b-5b9f997df3cd,checking,dormant,2023-10-08,97741.12,EUR,0.0
f7dbed7b-94f6-47c7-ab51-c8f8f86982da,6d003719-5046-4acc-b78b-5b9f997df3cd,savings,active,2023-04-14,75917.18,EUR,0.0
cd88759d-b25c-4e15-b8bb-0ab1d45d54e0,966f90ff-9a05-4e74-86d5-dddd172de084,credit card,dormant,2022-08-28,2170.81,USD,9509.51
b03aad7f-1e14-465f-8c4b-8f39793a439b,966f90ff-9a05-4e74-86d5-dddd172de084,savings,dormant,2021-04-16,50913.16,USD,0.0
532f8b47-244a-47ec-a8fd-f68aad58910f,db28a327-db94-4bda-ae07-135b274370df,loan,active,2024-02-04,25825.14,GBP,0.0
8a27f43a-ec84-42d9-a33b-fc28e0b0b557,a4755852-8b51-4eb7-9de2-2c4beec57328,savings,active,2017-11-07,16387.88,INR,0.0
b70aea8e-20f9-442a-8663-c1f581dbd18d,a4755852-8b51-4eb7-9de2-2c4beec57328,checking,closed,2020-06-14,65078.69,INR,0.0
ffdb29c4-da42-4bed-956c-2aa6403f5c80,a4755852-8b51-4eb7-9de2-2c4beec57328,credit card,active,2019-06-14,93206.99,INR,42357.15
2d1a849b-6836-497b-87e8-a2434677f2fb,e0781ff8-681d-47f3-a5bd-4f955889242c,loan,active,2022-10-12,31423.64,USD,0.0
88ccaea3-33e8-4b95-afd0-c63342afe6d2,81a9ac73-d488-4420-8cf8-60dd614a2c74,savings,closed,2023-07-14,70621.87,USD,0.0
23b8e416-a0f6-4a28-8b3c-7ec92c3ced64,81a9ac73-d488-4420-8cf8-60dd614a2c74,loan,active,2021-12-08,43711.94,USD,0.0
45717a7c-bed7-413b-97fd-6a4fb9f037dc,c9f0e7fb-fcfd-4282-a724-bd67df85bfe2,checking,closed,2023-10-11,41519.21,GBP,0.0
cdf9cd28-2c35-45d6-a07d-c0b0519da47f,c9f0e7fb-fcfd-4282-a724-bd67df85bfe2,checking,closed,2023-04-19,79127.69,GBP,0.0
b8b99d7e-17db-4e66-acee-8749da71a413,c9f0e7fb-fcfd-4282-a724-bd67df85bfe2,checking,dormant,2024-02-25,2508.41,GBP,0.0
7567d2a8-3121-47da-a4f1-40b0a9abe7e9,e074f553-4466-4f27-b47f-760199a6ac6b,credit card,dormant,2022-12-02,92900.79,EUR,15282.29
ec7ab51b-7595-4bcc-bb9c-47b19bc0af04,e074f553-4466-4f27-b47f-760199a6ac6b,checking,closed,2023-07-16,82528.05,EUR,0.0
b3ce8179-1a50-4454-a42f-833e233d323a,e074f553-4466-4f27-b47f-760199a6ac6b,savings,dormant,2023-12-25,39822.45,EUR,0.0
34b3a10f-f586-4823-8a98-782fe4cc2cff,dc92aad1-40fc-479f-ad8c-042a14da5706,credit card,active,2020-10-17,38550.84,JPY,17760.42
d6d917c2-f0ae-4497-8573-af684b6f1d56,dc92aad1-40fc-479f-ad8c-042a14da5706,checking,dormant,2023-05-30,25770.17,JPY,0.0
7217cdca-e075-4f15-94ef-7dd6e772e5e4,172f5750-2f4e-416f-bd8b-e32f5a37bc21,savings,active,2019-10-30,82864.14,JPY,0.0
bfa1c021-a180-4c20-be1e-cf167e3f6967,172f5750-2f4e-416f-bd8b-e32f5a37bc21,savings,dormant,2020-12-29,13015.36,JPY,0.0
fb6bddd1-af48-47ef-98e2-c761b636d41d,c1daa51c-4b25-4c2c-a7b3-e3e81aa2eedc,loan,active,2023-08-16,64172.71,GBP,0.0
8a33e07c-6db8-4705-ac4f-d6f017aaf782,c1daa51c-4b25-4c2c-a7b3-e3e81aa2eedc,checking,closed,2022-02-28,65154.83,GBP,0.0
a3170e83-7d39-4a23-8f1b-036b77dd53d7,23899793-70ed-4e3f-8ace-aa4e44607bf9,credit card,closed,2023-03-21,71681.76,GBP,9581.2
9fc56cba-0c8f-47f1-af20-d82fccaeaf99,d7f0a33d-e417-4056-aed0-57ede47ee282,loan,closed,2018-09-08,97144.61,JPY,0.0
185bd6b1-3b95-406f-98e5-b9277ebdf3c6,d7f0a33d-e417-4056-aed0-57ede47ee282,credit card,active,2021-10-24,96926.7,JPY,3297.01
6ad52f09-33d0-4a8d-ac54-cf98644f8316,d7f0a33d-e417-4056-aed0-57ede47ee282,loan,closed,2020-09-17,23716.95,JPY,0.0
d09f4492-bc26-4052-902b-a678ff6fc619,b3f4015f-a6a3-43c1-be4f-803c1a35d751,savings,dormant,2023-02-20,63172.48,EUR,0.0
38326527-4dfc-4c1c-887a-c040733b6725,586fe0f2-8afc-424d-abee-6aefbd7835dc,savings,active,2021-03-31,52504.51,EUR,0.0
28358d62-50fd-48e6-b855-13d7a8a9dfdd,586fe0f2-8afc-424d-abee-6aefbd7835dc,credit card,dormant,2021-02-07,98409.86,EUR,24607.29
42d53866-6d57-43d1-90b2-362ddae4ef5a,586fe0f2-8afc-424d-abee-6aefbd7835dc,loan,dormant,2019-07-11,82508.82,EUR,0.0
476badad-8909-43ec-a8a9-1e7b1c0ce545,fc4f95e2-2203-4e02-887f-840e57aa1347,credit card,active,2024-02-27,68212.38,USD,34675.76
237172fc-e7b4-4ca0-8d52-9d354051885c,fc4f95e2-2203-4e02-887f-840e57aa1347,credit card,dormant,2023-09-15,92403.34,USD,16619.05
28e5c536-3cce-4e1e-ad74-20a687edf24a,0438f5a0-9947-45b5-999d-76451dd413a3,credit card,dormant,2023-05-06,76624.02,GBP,27367.29
e3c2313a-e035-43da-88a9-530f6e8e0ea1,0438f5a0-9947-45b5-999d-76451dd413a3,loan,dormant,2020-02-15,37113.36,GBP,0.0
1acf3a84-a892-4c50-a129-60a4466d143a,0438f5a0-9947-45b5-999d-76451dd413a3,checking,closed,2021-02-03,85056.5,GBP,0.0
1dfe3c84-874e-4395-8b79-e71bba05d746,28d00a0b-4f8f-42cb-8ba6-25f1381110ff,loan,dormant,2023-10-03,60900.39,INR,0.0
a0dc7c9a-ee4d-406b-a695-5fd048018aab,28d00a0b-4f8f-42cb-8ba6-25f1381110ff,credit card,active,2019-09-19,9598.25,INR,4792.71
dd398e50-23b2-4740-ba93-d5b25708173f,a1da1697-903a-4b0b-882d-db6f88c0bd14,loan,closed,2021-07-08,3705.97,EUR,0.0
d2db06c4-11a6-4790-bb8c-0ddc47136541,a1da1697-903a-4b0b-882d-db6f88c0bd14,checking,active,2022-10-28,54000.19,EUR,0.0
3a9cbc5b-2282-4883-bc71-bf547f4dc68b,a1da1697-903a-4b0b-882d-db6f88c0bd14,checking,closed,2022-10-07,39182.08,EUR,0.0
3d1a3f5e-7770-4aad-9d69-3e284d014ca6,cdb30c28-ee8d-460d-bb00-baf7210324d9,loan,closed,2019-12-27,52452.91,USD,0.0
91eb76dd-bb13-44eb-9b4b-68946eb78bac,f2506ba4-fc4e-46e3-9752-00b59a7c8c0d,credit card,dormant,2021-04-03,12493.74,EUR,4457.66
b7ea1766-f9ec-4f6b-97d3-f185ffb26c97,f2506ba4-fc4e-46e3-9752-00b59a7c8c0d,savings,dormant,2020-05-24,71860.14,EUR,0.0
4d1c4732-b47c-4a30-b22e-11e48f79f673,f2506ba4-fc4e-46e3-9752-00b59a7c8c0d,checking,dormant,2023-09-27,32066.29,EUR,0.0
391de94a-2c73-4d63-ba88-0cb94c17b9e6,35a29ac8-8da4-48a6-bfd8-d4ddb2a069df,loan,dormant,2021-07-19,17641.13,EUR,0.0
a1c2675d-c578-4415-9969-9c9adf0a9398,35a29ac8-8da4-48a6-bfd8-d4ddb2a069df,savings,closed,2018-02-08,78124.39,EUR,0.0
5cf9e766-35c1-40c4-b999-f75fe344a4cc,35a29ac8-8da4-48a6-bfd8-d4ddb2a069df,loan,dormant,2017-06-08,14414.53,EUR,0.0
fbdc75d8-79ce-4c66-9fb0-f1efbd076002,a790f172-9fbe-4c81-b72c-02d8ffc5f3ba,credit card,closed,2018-04-09,40050.68,USD,32552.88
b17701b3-9322-4ac9-ab0c-8dc6319c83b8,a790f172-9fbe-4c81-b72c-02d8ffc5f3ba,checking,active,2017-05-09,11804.09,USD,0.0
ba3909a2-485c-4aa1-b8b1-cc03356d3ebd,288d25c8-25f8-4063-b6e5-514a93bff2e3,savings,dormant,2021-09-10,74751.55,GBP,0.0
d359e973-c7ad-421c-bc32-d326a904362f,288d25c8-25f8-4063-b6e5-514a93bff2e3,credit card,closed,2023-07-09,93951.29,GBP,24041.62
1c15e2d2-452f-4254-a10b-be725b6253b6,c6dc67d0-563b-4d85-a5d7-ff92d8cf36e3,savings,dormant,2024-05-26,37974.87,GBP,0.0
1a5df9f5-6ce1-4d3f-8017-9db9f79d8ac5,c6dc67d0-563b-4d85-a5d7-ff92d8cf36e3,savings,active,2024-04-02,5621.24,GBP,0.0
90c794bd-5c32-4202-ab17-795e825ac6de,c6dc67d0-563b-4d85-a5d7-ff92d8cf36e3,loan,closed,2024-03-20,83747.65,GBP,0.0
c292e471-580b-4fbe-89cf-b71eb982807f,6d243a36-defe-4968-892a-d5b3e4424cd0,checking,closed,2024-03-11,21597.56,USD,0.0
13449368-30f0-45d8-8c20-242fa5cd0734,6d243a36-defe-4968-892a-d5b3e4424cd0,loan,dormant,2024-06-01,10637.48,USD,0.0
38e1fdda-c7f0-40aa-9e25-5b3288d5e7ef,e2bcef11-43e7-4342-bafe-10a224b66ae1,savings,active,2019-03-19,5887.57,USD,0.0
a81d985b-6f24-4c08-a75a-ee8a87a6b902,d622e7ea-b7b0-4138-97ed-b4fccaf4c5a1,loan,dormant,2024-03-04,61320.07,JPY,0.0
bf7d0afc-1df6-4de7-8f4c-58458b2d0f07,d622e7ea-b7b0-4138-97ed-b4fccaf4c5a1,savings,closed,2022-06-12,55558.61,JPY,0.0
f9abc739-9be6-47a6-be16-349cf17dd331,d622e7ea-b7b0-4138-97ed-b4fccaf4c5a1,loan,dormant,2021-02-22,86894.74,JPY,0.0
2cbbf03b-2dc6-4e03-b1e2-711aef50c382,7176640f-5d12-4065-878d-aaf9a062e595,credit card,closed,2019-11-08,47618.8,GBP,47968.88
a189c861-9f28-4dbf-a8dc-deb6e5ee236d,7176640f-5d12-4065-878d-aaf9a062e595,credit card,active,2018-04-28,88405.02,GBP,31840.03
a6e8051f-beef-4958-8184-cb2be08d2f58,0dd3391b-f9f1-4876-9ecf-4420db3b73eb,savings,closed,2021-11-12,20230.52,USD,0.0
f6d72332-2130-4012-8abb-b1501959496f,0dd3391b-f9f1-4876-9ecf-4420db3b73eb,checking,active,2023-10-10,62827.6,USD,0.0
33d58997-317c-4111-b433-7b56b2ada3ea,0dd3391b-f9f1-4876-9ecf-4420db3b73eb,savings,active,2023-07-02,32576.09,USD,0.0
4a4d56b9-fcec-4d44-86cd-875c7da85dd2,8f18e4c8-8ad7-470a-915b-f22a1a6ba71d,credit card,dormant,2016-08-30,46907.25,GBP,8997.13
6959a683-736e-4106-97a3-3f9a9fd76ee1,8f18e4c8-8ad7-470a-915b-f22a1a6ba71d,loan,active,2020-01-15,92002.24,GBP,0.0
089e7a23-0709-434b-a055-75d6bfc9bb02,0927a619-63ba-45db-8b22-edc6e8fdd4b7,checking,closed,2024-05-18,18861.5,GBP,0.0
77955ea6-8a61-49ab-a065-b7d648d5aa6a,0927a619-63ba-45db-8b22-edc6e8fdd4b7,checking,closed,2024-05-11,52308.98,GBP,0.0
2d4ce391-ba96-40aa-a01b-7855f621fa9f,0927a619-63ba-45db-8b22-edc6e8fdd4b7,checking,active,2024-08-01,95862.08,GBP,0.0
2d3732d7-3203-42ae-a341-279d31609e28,3728b3cb-d2e0-4a7e-9544-4d84931eef08,credit card,active,2022-04-28,49026.59,GBP,46729.47
3d6abde1-9d3e-4f7e-af82-417f66c751a2,3728b3cb-d2e0-4a7e-9544-4d84931eef08,credit card,dormant,2020-09-30,95737.43,GBP,4057.78
f411171e-3aeb-4868-9851-78c901271b8e,78cbabde-fc52-4105-b48a-12f3e2d76e47,credit card,dormant,2015-12-11,51957.16,GBP,16386.19
dc28582b-af42-41d0-b7cd-8ab8a1785136,78cbabde-fc52-4105-b48a-12f3e2d76e47,savings,dormant,2022-05-09,82289.71,GBP,0.0
de03a9f0-7b1a-40c7-ab7f-0ff289158889,6a489351-d7f8-48dd-92f4-fde858c43d14,credit card,dormant,2024-07-18,26334.68,GBP,24853.79
