transaction_id,customer_id,transaction_date,amount,currency,transaction_type,channel,merchant_name,merchant_category,location_country,location_city,is_flagged
d38b43ad-4116-439d-ac80-1da180be12d1,e61dae1d-a5bd-46b8-8e97-d102abf0a783,2023-12-02 18:40:20,5958.65,GBP,withdrawal,mobile,Amazon,Retail,United Kingdom,Manchester,False
45645cd0-6c7b-4740-a190-92fa98bff7c7,e351aa7c-5174-427b-971c-6feee0f33a81,2024-04-29 21:44:33,5946.31,JPY,withdrawal,mobile,Costco,Grocery,Japan,Fukuoka,False
77cd56a0-8170-4c6a-8efb-f8304e5be6d8,5fd29df2-1027-4c5a-9f2c-a94cfb3aa45c,2023-09-11 19:38:22,2138.77,EUR,withdrawal,mobile,Amazon,Electronics,Germany,Berlin,False
34b73e2b-74fd-4ae4-8412-fa73488b5da4,db3b247f-2436-491d-8c18-44c68bdbd73b,2022-09-07 18:51:09,9901.6,INR,deposit,in-branch,Amazon,Clothing,India,Bangalore,False
ec194258-2437-44e1-a620-df2981bd50ac,871119dd-bc39-472c-8d4f-eb615f16ca23,2023-02-21 04:35:38,1846.97,JPY,transfer,in-branch,Walmart,Clothing,Japan,Osaka,False
fdc425d7-8b51-4b7d-afa3-735d4f6625fd,2f60b62e-a346-4415-b50f-0f58c0afef7f,2024-02-10 09:07:40,3210.22,GBP,deposit,in-branch,Walmart,Electronics,United Kingdom,Birmingham,False
b3943f1c-7639-4551-b251-f9a34e863ab3,109068d7-d414-463f-a0b5-3529d3118dbe,2022-10-02 15:03:37,7474.3,USD,deposit,online,Best Buy,Retail,United States,Phoenix,False
9cf34b5e-dbab-4d18-8828-9ba129de3679,dafe409a-8220-46ee-add8-1f233ad7ceca,2024-05-31 03:22:42,722.31,GBP,purchase,online,Target,Clothing,United Kingdom,Liverpool,True
2235dabd-b2ac-4111-9405-a4160b50de7d,41bf2982-9ccd-4776-9e30-40c53d07ca8c,2022-12-02 23:25:05,2679.45,JPY,transfer,in-branch,Amazon,Grocery,Japan,Nagoya,False
5cb3e2eb-5ab5-495f-8358-371335a313e0,9220f538-6f2a-4232-9675-d7cf43e48d1b,2023-06-07 12:34:11,3442.94,USD,purchase,in-branch,Target,Electronics,United States,Los Angeles,False
853770ad-0b49-4c69-b506-3cadc8dcf302,ebfa1932-12aa-4a0d-9344-046e48ca1dda,2022-12-13 00:52:23,2693.48,JPY,purchase,ATM,Amazon,Electronics,Japan,Fukuoka,False
6105a8d4-0b44-4d8d-88d3-7fc85da6d565,2193f18e-2cd1-4444-b6aa-8aefd9c9f9d9,2023-06-19 22:25:39,1495.42,INR,deposit,mobile,Best Buy,Clothing,India,Bangalore,False
02f5925f-5816-4157-ae96-724fbbc6c61d,251655a7-a4b8-4c35-95c5-4d27a0757296,2023-07-26 14:53:27,5548.1,EUR,purchase,mobile,Target,Clothing,Germany,Frankfurt,False
8d2fcba1-32ae-4b2e-b993-8ffcda2380d1,e7cf739b-b4eb-4e18-ab87-29caff4ddd5c,2022-12-01 13:21:41,7454.98,INR,transfer,ATM,Target,Miscellaneous,India,Bangalore,False
17f8b602-b9e5-4e62-a81e-5dc9c80c98f7,90480106-0697-4af7-b0cf-e95412d0de26,2024-06-15 11:51:41,8898.96,USD,transfer,in-branch,Best Buy,Electronics,United States,New York,False
d1622f6b-8e06-4e8e-aaaf-6eb1db12d889,6587c22e-085a-47b4-aaf7-ab522ef161cf,2024-03-09 08:08:29,2258.37,INR,transfer,online,Costco,Miscellaneous,India,Chennai,False
c978189a-adec-46a0-969c-746253c0d162,84acbe24-24ec-496f-accc-11b55ae78eec,2023-01-03 18:55:51,8413.61,INR,purchase,ATM,Costco,Electronics,India,Mumbai,False
1019fa48-698b-4c08-99bb-2a3451466314,94ca9abb-1810-490a-b0e4-d4105dfec723,2024-05-07 01:33:44,5354.16,USD,transfer,in-branch,Best Buy,Electronics,United States,Phoenix,False
f4b8eb75-da87-4d65-a6d2-ec3d5ad823ee,f83c0f13-4595-4cdb-8afe-0fb1e1cbb192,2024-01-19 22:05:08,4282.71,JPY,withdrawal,in-branch,Best Buy,Grocery,Japan,Sapporo,False
06adfe98-cd72-4b6c-8ab4-d44ca8e43f86,d1543b90-0d2a-4acb-ad04-a09efe767555,2023-04-13 16:37:11,1672.74,GBP,withdrawal,mobile,Amazon,Grocery,United Kingdom,Birmingham,False
b1a4be86-cd83-4bb2-90e8-a361b3b8315b,6114be2a-fe18-49db-8d85-43d0e8b59cca,2023-09-27 11:08:49,6859.44,GBP,deposit,ATM,Costco,Grocery,United Kingdom,Glasgow,False
586dd38d-9990-4986-8faa-6b1950bdc2af,ad815707-8ccd-4b73-9cef-38620c7221b6,2023-10-24 13:36:31,4380.24,USD,transfer,in-branch,Target,Retail,United States,Los Angeles,False
23935024-b6d8-4ef2-aa49-5e69431cf7b4,5f70faf5-db0a-434f-b9a7-31bf2dd106d9,2024-06-29 20:13:37,4882.7,INR,withdrawal,ATM,Target,Clothing,India,Chennai,False
039c1a22-7d8f-4d85-9f10-0efd4d952ad0,cb94a501-a7f4-48e8-8de8-f974c555b508,2023-09-22 23:58:58,7047.27,GBP,deposit,ATM,Amazon,Electronics,United Kingdom,Manchester,False
ac382017-80ff-40d4-893b-57039c7a6902,bdac0eb4-53e2-4091-bd4f-04cee831feb7,2024-01-10 08:57:29,9863.71,GBP,withdrawal,mobile,Costco,Grocery,United Kingdom,Manchester,False
faa41eb1-b8a2-41ce-85e1-c364d113f615,06605543-88ff-49c7-b8ab-b6fa359ae951,2023-12-07 05:21:28,2493.99,USD,withdrawal,online,Best Buy,Clothing,United States,Phoenix,False
b022a5e6-d1f8-4672-895f-afa9f9d72f9e,25c5f908-60c4-40ce-9301-49acdc3eded8,2022-11-20 20:35:42,2093.41,USD,purchase,mobile,Costco,Grocery,United States,New York,False
c3607b33-6c55-4852-809f-5947246ecfaf,9af7ea2b-a851-4000-ab52-1660dcaecce0,2023-06-17 05:52:45,7061.65,GBP,purchase,in-branch,Target,Electronics,United Kingdom,London,False
dcf1856f-086b-4b5c-ab08-9f3a69816393,70ae58e9-c5bf-4616-9824-ae8752134bff,2024-07-27 07:50:02,1556.35,INR,deposit,mobile,Costco,Miscellaneous,India,Chennai,False
f473d1d5-bf61-425a-bd0b-e28d34e79fe3,b7d5ceb9-f63f-408a-a67d-d6ba57db703f,2023-09-16 05:35:51,1520.08,USD,deposit,ATM,Target,Grocery,United States,Phoenix,False
c0e40926-a07e-434f-a5bd-038e952bbc3c,394f944b-418e-4642-aa31-8441f0cb6809,2023-07-19 05:19:15,8783.31,USD,withdrawal,online,Best Buy,Retail,United States,Chicago,False
8dee8393-605b-40ad-a500-ee72e67d66f5,4e32397f-880a-4098-a065-0394b134fa2b,2024-06-06 09:06:21,625.08,GBP,transfer,mobile,Target,Clothing,United Kingdom,Liverpool,False
96742440-dfef-4273-8a7f-2cdf60e951ab,0438f5a0-9947-45b5-999d-76451dd413a3,2024-06-17 21:19:50,9802.2,GBP,transfer,mobile,Amazon,Grocery,United Kingdom,Birmingham,False
c2fe1f4a-04ae-4767-b5cc-25368e3b0b0f,e1a6424c-e6dc-4b15-a3ca-89343e4c9201,2023-03-23 08:34:14,3476.73,EUR,transfer,ATM,Costco,Electronics,Germany,Hamburg,False
a422d159-d617-4690-bbae-c9372fc00df6,57f288d2-ec8e-4552-a0ce-7126b4c92002,2023-03-19 22:58:19,1573.54,USD,withdrawal,ATM,Amazon,Miscellaneous,United States,Houston,False
e9888d7b-6838-460f-a249-d3af2ef4c21d,0bf9e15d-fccc-4106-928e-dd74b203e21b,2023-06-15 16:17:07,4708.93,USD,withdrawal,mobile,Amazon,Miscellaneous,United States,New York,False
6a69d1dc-5fd8-4e20-8bd3-7648ee6a774d,4a9776e2-fb69-4a26-8875-5cdbc6b3d76f,2024-05-18 16:50:37,3388.56,USD,withdrawal,in-branch,Target,Miscellaneous,United States,Phoenix,False
aed1550c-7e29-4b38-aa92-8615c05c0a7a,535a14cc-4b77-4563-a1ac-c8163b84c1ba,2024-06-16 20:23:16,5619.32,JPY,withdrawal,ATM,Costco,Clothing,Japan,Sapporo,False
5830777b-a9d9-4e90-add1-fd90ec3d3af3,cff7cd09-c8f7-4d70-8561-4928b0bbfd5e,2022-10-18 02:27:16,1932.73,INR,deposit,ATM,Costco,Clothing,India,Hyderabad,False
6fe3f4fb-1014-4e95-a0c7-e49a39532753,46d87bb2-e0e4-4460-8fa9-3c6a6c60bd3b,2024-05-20 16:11:25,8130.1,GBP,purchase,in-branch,Amazon,Retail,United Kingdom,Manchester,False
5ab62a24-3a05-4161-9d05-5b112a5653f6,261c2337-a085-473e-9225-9b96bb7bca38,2024-02-28 10:44:52,7237.24,JPY,purchase,online,Amazon,Electronics,Japan,Nagoya,False
123073c1-61cf-43a0-a627-40c879aed475,2f473be8-3a55-4ae9-a497-74dcc8b2cdcc,2024-04-24 19:17:47,8529.78,EUR,deposit,mobile,Costco,Retail,Germany,Cologne,False
66b32d92-53e6-4f6b-a77b-b5c1b9dbca69,7638f8b9-5011-4d5b-bc33-58f9462ab5a9,2024-07-27 15:52:40,1339.46,JPY,purchase,in-branch,Best Buy,Clothing,Japan,Nagoya,False
21dc33a1-b629-47db-9400-2b64a641ef5b,008f7916-9ff2-46b1-91df-83df42ce1e72,2023-10-07 16:17:44,1024.58,GBP,purchase,in-branch,Target,Grocery,United Kingdom,Liverpool,False
4a759743-d034-4335-b875-83c9b2fb7314,4aea2760-0649-47d3-91df-bc459925345c,2023-06-27 08:22:34,2246.43,EUR,deposit,in-branch,Best Buy,Grocery,Germany,Berlin,True
51c7fb75-1b54-4ec5-8e04-b59e8e5d31e3,49b7e53e-e7d5-4285-910b-173b9717c669,2023-02-20 15:09:32,7484.15,EUR,deposit,in-branch,Target,Electronics,Germany,Munich,False
6aac1535-e6e6-4d36-bfb6-948a75dbadfa,a5c186b8-3da1-4852-abc0-5bd76952ff8d,2023-05-25 12:12:20,7498.84,INR,purchase,mobile,Costco,Electronics,India,Chennai,False
0577693d-c1ac-4f70-9c92-15e201080e0f,a8ea4660-77f6-4802-af8d-25efcc778c09,2022-08-18 10:29:00,1058.92,USD,purchase,mobile,Costco,Clothing,United States,Los Angeles,False
52557bf8-72db-447a-997c-b1696fd1fcbc,e441580d-130d-4093-b22a-d77ad9cec8ff,2023-03-08 09:04:37,5837.31,GBP,purchase,in-branch,Costco,Miscellaneous,United Kingdom,Manchester,False
1f324602-0e5a-476d-9c40-867a29cd54cd,8c91b86f-ca1a-47ad-9475-962fc4f4e753,2023-09-12 09:17:05,3275.24,GBP,withdrawal,in-branch,Costco,Grocery,United Kingdom,Manchester,False
2f0b6696-1cf4-4074-bd69-807ad0bf725f,9eedd333-c478-4138-9547-0a2f1362113b,2024-01-21 11:38:21,4866.16,GBP,purchase,ATM,Best Buy,Retail,United Kingdom,Manchester,True
52cb0bf2-095d-43d9-a2bd-64302b1f07d9,daf04fa7-a969-4b6e-b5d2-f71b97623e2d,2022-11-20 14:41:07,5157.24,USD,deposit,ATM,Amazon,Grocery,United States,Phoenix,False
2b3dee77-ff14-4091-8f9f-3c917892d73a,e5d02e56-0b62-4611-8e8a-5725dcef989f,2023-08-10 00:10:17,6622.49,USD,transfer,ATM,Target,Retail,United States,Houston,False
2383f956-8ed2-4b3f-9ea3-dc0bdb7636cf,49615379-b4e8-478d-9996-8b8febf0f96a,2023-04-11 14:17:36,5171.85,USD,withdrawal,mobile,Amazon,Retail,United States,Phoenix,False
bb5b2036-0c9f-4b12-934c-36871a18eb9d,11eb811d-f6d5-4fe1-a5ce-4680335aa286,2023-05-27 15:25:33,3570.99,USD,transfer,in-branch,Best Buy,Clothing,United States,Phoenix,False
481688dd-080e-4d24-a23c-77d250269f57,13e4cb26-18d5-4ac9-9d10-5d1b4ea597b2,2022-11-03 21:11:06,7390.54,EUR,withdrawal,in-branch,Amazon,Retail,Germany,Munich,False
cd4770f6-3c32-4adb-ab49-998fdf5acd55,ed45ac3f-f40e-4bf9-9193-b5f5da58bbae,2023-03-20 03:35:47,7131.67,INR,purchase,online,Best Buy,Electronics,India,Chennai,False
5b863e71-f40a-425e-a3c8-5b27bd551f5a,e0bfb108-9a82-46bb-a230-43cc69acf92a,2023-10-29 12:40:58,4994.31,GBP,deposit,mobile,Amazon,Electronics,United Kingdom,Manchester,False
8a8f3e4d-7ae2-47f9-a951-ac50c36698ad,36f6c04d-8b64-4df7-b1a5-b0bf3296cc5e,2023-02-04 10:28:56,2519.18,GBP,purchase,ATM,Amazon,Miscellaneous,United Kingdom,London,False
3fab98a3-7fe7-458f-82a4-5ab10182d1c4,f5372a2c-9fd9-4a34-81f5-39cbde6efd9d,2022-10-20 14:40:45,2137.97,GBP,transfer,online,Amazon,Electronics,United Kingdom,Manchester,False
58aef0bc-1502-493d-b9dc-95f4cfb51ed5,136e6f93-0439-4b5f-8890-c8005bf319a5,2024-01-09 05:17:42,4739.94,JPY,deposit,in-branch,Best Buy,Retail,Japan,Sapporo,False
21e9ecec-9f0a-4195-ad2e-ab43a29b1447,24f01859-150f-4d75-b1a0-afd0c6b7c00c,2023-08-27 12:36:32,319.84,GBP,deposit,in-branch,Costco,Electronics,United Kingdom,Birmingham,False
201e5790-e182-404f-891e-48cfe2718d54,4f5ed46d-766c-43db-a5f4-7f7b67db7b1e,2022-08-24 12:02:18,6905.69,GBP,transfer,ATM,Amazon,Grocery,United Kingdom,Liverpool,False
65a7d2b3-f065-42da-986d-bdf6169363aa,c67f2d98-abba-44ea-b347-32c5a848018a,2024-01-01 00:31:39,2546.82,GBP,deposit,mobile,Costco,Grocery,United Kingdom,London,False
9347d087-bc76-4535-a798-af4fcb287cf4,baba38ce-a366-4b45-a837-17a3f180eb0d,2024-06-08 21:51:24,8881.61,GBP,purchase,in-branch,Amazon,Clothing,United Kingdom,Glasgow,False
e9c34249-250c-472b-9ff7-601e0837e311,bd8857fa-8d4c-4de9-8400-8ca47c8349d7,2023-09-05 01:06:19,3437.25,USD,transfer,mobile,Target,Grocery,United States,Los Angeles,False
a6908818-c289-4046-a91e-3ddfb52db367,25c5f908-60c4-40ce-9301-49acdc3eded8,2024-01-09 19:34:52,5684.31,USD,transfer,in-branch,Amazon,Retail,United States,Phoenix,False
e0b4d6f9-00f7-450c-bf49-d8eda84fe068,58898b7d-3993-4990-8295-d6187e125a5a,2023-02-26 09:52:40,4196.75,JPY,transfer,ATM,Amazon,Retail,Japan,Nagoya,True
b1ed3b39-ad9b-450e-a314-346040f4a20d,f8a8f2b5-e254-4fd5-80a8-c5d2a604ec9f,2023-03-19 02:15:10,8909.93,INR,transfer,mobile,Amazon,Retail,India,Mumbai,False
bbd30597-af74-41a9-b773-067e725a0bd5,f4e47265-babe-423a-95ca-f28668c6ecbc,2022-12-29 09:21:25,3847.8,GBP,transfer,mobile,Target,Clothing,United Kingdom,Glasgow,False
d04f696c-ff06-441d-bff5-4d4127113e88,43fab5af-a6a4-4f57-a2f2-43a797a162fb,2024-04-27 16:27:35,651.69,INR,purchase,ATM,Walmart,Grocery,India,Bangalore,False
2c6765b4-ae1e-48d3-8e46-b03279501227,0843c73a-596d-49b5-bb80-47bf202b5e57,2024-03-07 00:34:43,5134.56,JPY,purchase,online,Best Buy,Miscellaneous,Japan,Tokyo,False
82eac604-d76c-41d6-bb07-401781e32dc8,331ecc9f-e0ed-4b73-bd0c-ee846f05a9c5,2024-05-14 01:20:49,6682.93,USD,withdrawal,in-branch,Walmart,Miscellaneous,United States,Los Angeles,False
f00acc0f-33a5-45b9-8528-cc1845525603,c9127eb9-209a-4354-86d9-aa187893297c,2022-10-16 11:12:33,679.91,INR,deposit,online,Amazon,Grocery,India,Mumbai,False
a984baa9-3ce9-4f9b-814e-50c9141f4150,187133f8-b77b-4cb9-9e93-9d65d7eb3bb7,2023-05-15 21:29:42,7728.0,EUR,deposit,ATM,Walmart,Retail,Germany,Cologne,False
